ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
12726	"ENSG00000149480.2"	"MTA2"	chr11	-	62364787	62365184	62364787	62364887	62365143	62365184	12726	808,455	1,1	140,126	0,0	197	99	1	1.0	0.998,0.996	1.0,1.0	-0.003
12728	"ENSG00000149480.2"	"MTA2"	chr11	-	62365580	62365862	62365580	62365702	62365798	62365862	12728	286,145	1,1	2,2	0,0	194	99	1	1.0	0.993,0.987	1.0,1.0	-0.01
12729	"ENSG00000149480.2"	"MTA2"	chr11	-	62365580	62365862	62365580	62365680	62365798	62365862	12729	320,152	3,3	5,8	0,0	197	99	1	1.0	0.982,0.962	1.0,1.0	-0.028
12730	"ENSG00000136942.10"	"RPL35"	chr9	-	127622461	127622689	127622461	127622543	127622660	127622689	12730	239,109	10,1	1,1	0,0	197	99	1	1.0	0.923,0.982	1.0,1.0	-0.047
12731	"ENSG00000136942.10"	"RPL35"	chr9	-	127623257	127623834	127623257	127623406	127623697	127623834	12731	263,108	2,0	2,4	0,0	197	99	1	1.0	0.985,1.0	1.0,1.0	-0.008
12733	"ENSG00000076043.5"	"REXO2"	chr11	+	114314876	114315374	114314876	114314934	114315262	114315374	12733	10,26	1,1	27,20	0,0	197	99	1	1.0	0.834,0.929	1.0,1.0	-0.119
12737	"ENSG00000169045.13"	"HNRNPH1"	chr5	-	179047892	179048398	179047892	179048137	179048242	179048398	12737	517,361	8,3	16,15	0,0	197	99	1	1.0	0.97,0.984	1.0,1.0	-0.023
12739	"ENSG00000169045.13"	"HNRNPH1"	chr5	-	179047892	179048398	179047892	179048096	179048242	179048398	12739	479,334	2,2	22,35	0,0	197	99	0.319817571235	1.0	0.992,0.988	1.0,1.0	-0.01
1273	"ENSG00000241370.1"	"RPP21"	chr6	+	30313074	30314334	30313074	30313175	30314208	30314334	1273	48,94	3,9	35,21	2,2	197	99	0.871725792328	1.0	0.889,0.84	0.898,0.841	-0.005
12740	"ENSG00000169045.13"	"HNRNPH1"	chr5	-	179047892	179048398	179047892	179048092	179048242	179048398	12740	490,337	5,3	14,13	0,0	197	99	1	1.0	0.98,0.983	1.0,1.0	-0.018
12741	"ENSG00000169045.13"	"HNRNPH1"	chr5	-	179047892	179048398	179047892	179048028	179048242	179048398	12741	1864,1093	2,0	189,156	0,0	197	99	1	1.0	0.998,1.0	1.0,1.0	-0.001
12742	"ENSG00000169045.13"	"HNRNPH1"	chr5	-	179048242	179048687	179048242	179048398	179048524	179048687	12742	736,450	3,0	58,47	0,0	197	99	0.703347203213	1.0	0.992,1.0	1.0,1.0	-0.004
12745	"ENSG00000169045.13"	"HNRNPH1"	chr5	-	179044989	179045210	179044989	179045004	179045145	179045210	12745	1466,838	0,1	65,50	0,0	197	99	0.919305271526	1.0	1.0,0.998	1.0,1.0	-0.001
12747	"ENSG00000169045.13"	"HNRNPH1"	chr5	-	179043908	179044111	179043908	179043959	179044060	179044111	12747	215,980	2,10	644,713	5,5	197	99	0.496890125742	1.0	0.982,0.98	0.985,0.986	-0.005
12748	"ENSG00000169045.13"	"HNRNPH1"	chr5	-	179044984	179045210	179044984	179045000	179045145	179045210	12748	1496,850	9,2	65,50	0,0	197	99	0.789702054111	1.0	0.988,0.995	1.0,1.0	-0.008
1274	"ENSG00000241370.1"	"RPP21"	chr6	+	30313074	30313350	30313074	30313175	30313243	30313350	1274	15,41	2,6	13,8	2,1	166	99	1	1.0	0.817,0.803	0.795,0.827	-0.001
12750	"ENSG00000169045.13"	"HNRNPH1"	chr5	-	179043764	179044111	179043764	179043923	179044021	179044111	12750	1519,1237	4,0	704,640	1,1	196	99	1	1.0	0.995,1.0	0.997,0.997	0.001
12751	"ENSG00000169045.13"	"HNRNPH1"	chr5	-	179044021	179044252	179044021	179044111	179044215	179044252	12751	109,59	1,0	1,2	0,0	197	99	1	1.0	0.982,1.0	1.0,1.0	-0.009
12754	"ENSG00000169045.13"	"HNRNPH1"	chr5	-	179043126	179044111	179043126	179043219	179044021	179044111	12754	627,497	31,107	288,184	37,31	197	99	0.325544374108	1.0	0.91,0.7	0.796,0.749	0.032
12756	"ENSG00000169045.13"	"HNRNPH1"	chr5	-	179043126	179044111	179043126	179043292	179044021	179044111	12756	463,263	1,0	11,10	0,0	197	99	1	1.0	0.996,1.0	1.0,1.0	-0.002
12758	"ENSG00000184432.5"	"COPB2"	chr3	-	139093081	139093430	139093081	139093212	139093330	139093430	12758	34,12	0,1	1,2	0,0	197	99	1	1.0	1.0,0.858	1.0,1.0	-0.071
12759	"ENSG00000184432.5"	"COPB2"	chr3	-	139093081	139093430	139093081	139093243	139093330	139093430	12759	125,53	2,2	48,29	1,0	185	99	0.53708591244	1.0	0.971,0.934	0.963,1.0	-0.029
1275	"ENSG00000196072.7"	"BLOC1S2"	chr10	-	102045853	102046089	102045853	102045970	102046057	102046089	1275	30,11	3,0	1,1	0,0	185	99	1	1.0	0.843,1.0	1.0,1.0	-0.079
12761	"ENSG00000100564.4"	"PIGH"	chr14	-	68060459	68060669	68060459	68060530	68060626	68060669	12761	64,56	1,1	56,48	0,0	194	99	0.844846259659	1.0	0.97,0.966	1.0,1.0	-0.032
12762	"ENSG00000108510.5"	"MED13"	chr17	-	60059558	60060475	60059558	60059747	60060269	60060475	12762	247,130	2,0	4,4	0,0	197	99	1	1.0	0.984,1.0	1.0,1.0	-0.008
1276	"ENSG00000205639.5"	"MFSD2B"	chr2	+	24245999	24246596	24245999	24246109	24246452	24246596	1276	4,6	2,3	4,3	4,3	197	99	0.442172461127	1.0	0.501,0.501	0.334,0.334	0.167
12770	"ENSG00000114544.11"	"SLC41A3"	chr3	-	125725205	125726068	125725205	125725407	125725956	125726068	12770	62,61	5,11	42,28	4,2	197	99	0.647499432708	1.0	0.862,0.736	0.841,0.876	-0.06
12772	"ENSG00000082258.8"	"CCNT2"	chr2	+	135703503	135703716	135703503	135703545	135703670	135703716	12772	34,6	8,8	1,0	0,0	197	99	1	1.0	0.681,0.274	1.0,NA	-0.522
12774	"ENSG00000137818.7"	"RPLP1"	chr15	+	69745985	69747626	69745985	69746060	69747508	69747626	12774	67,116	4897,5171	39,25	5138,3728	197	99	0.769105159324	1.0	0.007,0.011	0.004,0.003	0.005
12775	"ENSG00000160959.3"	"LRRC14"	chr8	+	145744650	145745438	145744650	145744679	145744998	145745438	12775	9,21	1,1	2,3	0,0	197	99	1	1.0	0.819,0.913	1.0,1.0	-0.134
12777	"ENSG00000174483.15"	"BBS1"	chr11	+	66290321	66290836	66290321	66290330	66290642	66290836	12777	8,5	0,2	2,1	0,0	197	99	1	1.0	1.0,0.557	1.0,1.0	-0.222
12778	"ENSG00000174483.15"	"BBS1"	chr11	+	66283010	66283202	66283010	66283057	66283163	66283202	12778	0,4	7,5	1,0	7,5	197	99	0.924653443457	1.0	0.0,0.287	0.067,0.0	0.11
12779	"ENSG00000174483.15"	"BBS1"	chr11	+	66283163	66283404	66283163	66283202	66283331	66283404	12779	3,7	26,22	4,2	20,12	197	99	0.840788833542	1.0	0.055,0.138	0.091,0.077	0.013
1277	"ENSG00000114650.14"	"SCAP"	chr3	-	47460817	47461194	47460817	47460999	47461119	47461194	1277	175,92	1,0	10,9	0,0	197	99	1	1.0	0.989,1.0	1.0,1.0	-0.006
12781	"ENSG00000102030.11"	"NAA10"	chrX	-	153197523	153197884	153197523	153197594	153197768	153197884	12781	137,91	16,10	11,14	0,0	197	99	1	1.0	0.811,0.821	1.0,1.0	-0.184
12782	"ENSG00000102030.11"	"NAA10"	chrX	-	153197523	153197884	153197523	153197589	153197768	153197884	12782	153,101	0,1	6,5	0,0	197	99	1	1.0	1.0,0.981	1.0,1.0	-0.01
12785	"ENSG00000196199.9"	"MPHOSPH8"	chr13	+	20244979	20245429	20244979	20245104	20245345	20245429	12785	11,28	0,2	17,12	2,1	197	99	0.467542664055	1.0	1.0,0.876	0.81,0.858	0.104
12786	"ENSG00000089157.11"	"RPLP0"	chr12	-	120636920	120637288	120636920	120637008	120637112	120637288	12786	45,110	18831,18017	37,27	20466,17334	197	99	1	1.0	0.001,0.003	0.001,0.001	0.001
12787	"ENSG00000089157.11"	"RPLP0"	chr12	-	120634616	120634848	120634616	120634737	120634826	120634848	12787	121,85	1,0	1,0	0,0	187	99	1	1.0	0.985,1.0	1.0,NA	-0.008
12788	"ENSG00000089157.11"	"RPLP0"	chr12	-	120635124	120635611	120635124	120635265	120635406	120635611	12788	1290,684	0,2	17,12	0,0	197	99	1	1.0	1.0,0.994	1.0,1.0	-0.003
12789	"ENSG00000089157.11"	"RPLP0"	chr12	-	120636506	120636719	120636506	120636542	120636656	120636719	12789	369,167	27019,15741	5,4	823,739	197	99	1	1.0	0.007,0.005	0.003,0.003	0.003
12790	"ENSG00000089157.11"	"RPLP0"	chr12	-	120636547	120636719	120636547	120636602	120636656	120636719	12790	61,33	2,0	1,0	0,0	152	99	1	1.0	0.952,1.0	1.0,NA	-0.024
12791	"ENSG00000089157.11"	"RPLP0"	chr12	-	120636782	120637008	120636782	120636869	120636920	120637008	12791	89,65	3,3	2,2	0,0	149	99	1	1.0	0.952,0.935	1.0,1.0	-0.056
12792	"ENSG00000089157.11"	"RPLP0"	chr12	-	120636782	120637008	120636782	120636850	120636920	120637008	12792	117,83	1,3	3,3	0,0	168	99	1	1.0	0.986,0.942	1.0,1.0	-0.036
12793	"ENSG00000089157.11"	"RPLP0"	chr12	-	120636782	120637008	120636782	120636833	120636920	120637008	12793	140,97	1,0	3,3	0,0	185	99	1	1.0	0.987,1.0	1.0,1.0	-0.006
1279	"ENSG00000167962.8"	"ZNF598"	chr16	-	2052521	2053729	2052521	2052761	2053616	2053729	1279	154,63	1,0	1,0	0,0	197	99	1	1.0	0.987,1.0	1.0,NA	-0.006
127	"ENSG00000110321.11"	"EIF4G2"	chr11	-	10821098	10821895	10821098	10821321	10821790	10821895	127	1431,774	3,0	91,110	0,0	197	99	1	1.0	0.996,1.0	1.0,1.0	-0.002
12800	"ENSG00000130726.7"	"TRIM28"	chr19	+	59061103	59061402	59061103	59061227	59061375	59061402	12800	2407,1226	4,0	60,68	0,0	197	99	1	1.0	0.997,1.0	1.0,1.0	-0.002
12801	"ENSG00000130726.7"	"TRIM28"	chr19	+	59058506	59058878	59058506	59058590	59058742	59058878	12801	755,318	1,0	6,5	0,0	197	99	1	1.0	0.997,1.0	1.0,1.0	-0.002
12805	"ENSG00000130726.7"	"TRIM28"	chr19	+	59060106	59060277	59060106	59060143	59060206	59060277	12805	59,100	2,2	22,18	0,0	161	99	0.273154334177	1.0	0.948,0.968	1.0,1.0	-0.042
12806	"ENSG00000130726.7"	"TRIM28"	chr19	+	59060235	59060607	59060235	59060267	59060354	59060607	12806	748,420	2,0	17,14	0,0	185	99	1	1.0	0.995,1.0	1.0,1.0	-0.002
12807	"ENSG00000114737.11"	"CISH"	chr3	-	50645803	50649192	50645803	50646024	50649078	50649192	12807	81,26	1,0	3,3	0,0	197	99	1	1.0	0.976,1.0	1.0,1.0	-0.012
12810	"ENSG00000165688.7"	"PMPCA"	chr9	+	139317240	139317443	139317240	139317283	139317398	139317443	12810	66,38	1,0	1,0	0,0	197	99	1	1.0	0.971,1.0	1.0,NA	-0.014
12811	"ENSG00000165688.7"	"PMPCA"	chr9	+	139313318	139313558	139313318	139313370	139313525	139313558	12811	177,93	3,0	16,12	0,0	197	99	1	1.0	0.967,1.0	1.0,1.0	-0.016
12813	"ENSG00000142330.15"	"CAPN10"	chr2	+	241535350	241535938	241535350	241535569	241535735	241535938	12813	26,15	0,2	14,10	1,1	197	99	0.660534682127	1.0	1.0,0.79	0.876,0.834	0.04
12816	"ENSG00000076382.12"	"SPAG5"	chr17	-	26906158	26906503	26906158	26906304	26906382	26906503	12816	188,128	2,0	1,2	0,0	176	99	1	1.0	0.981,1.0	1.0,1.0	-0.01
12822	"ENSG00000076382.12"	"SPAG5"	chr17	-	26905027	26905310	26905027	26905154	26905235	26905310	12822	136,71	2,0	1,1	0,0	179	99	1	1.0	0.974,1.0	1.0,1.0	-0.013
12823	"ENSG00000076382.12"	"SPAG5"	chr17	-	26905027	26905310	26905027	26905135	26905235	26905310	12823	141,73	3,0	4,3	0,0	197	99	1	1.0	0.959,1.0	1.0,1.0	-0.02
12825	"ENSG00000168906.8"	"MAT2A"	chr2	+	85768429	85768654	85768429	85768500	85768615	85768654	12825	143,54	0,1	5,3	0,0	197	99	1	1.0	1.0,0.964	1.0,1.0	-0.018
12826	"ENSG00000168906.8"	"MAT2A"	chr2	+	85768377	85768779	85768377	85768500	85768708	85768779	12826	139,57	8,3	6,6	0,0	197	99	1	1.0	0.897,0.905	1.0,1.0	-0.099
12827	"ENSG00000168906.8"	"MAT2A"	chr2	+	85768377	85768779	85768377	85768500	85768673	85768779	12827	166,67	2,1	6,5	0,0	197	99	1	1.0	0.977,0.971	1.0,1.0	-0.026
12828	"ENSG00000168906.8"	"MAT2A"	chr2	+	85768205	85768577	85768205	85768283	85768429	85768577	12828	619,309	2,3	76,62	0,0	197	99	0.493887451241	1.0	0.994,0.981	1.0,1.0	-0.012
12829	"ENSG00000168906.8"	"MAT2A"	chr2	+	85770023	85770731	85770023	85770157	85770682	85770731	12829	1155,555	0,1	327,274	0,0	197	99	1	1.0	1.0,0.996	1.0,1.0	-0.002
12830	"ENSG00000168906.8"	"MAT2A"	chr2	+	85768429	85768654	85768429	85768500	85768593	85768654	12830	149,62	15,3	6,4	0,0	191	99	1	1.0	0.837,0.915	1.0,1.0	-0.124
12831	"ENSG00000168906.8"	"MAT2A"	chr2	+	85768205	85768454	85768205	85768283	85768345	85768454	12831	36,20	1,0	2,1	0,0	160	99	1	1.0	0.957,1.0	1.0,1.0	-0.022
12832	"ENSG00000168906.8"	"MAT2A"	chr2	+	85768377	85768779	85768377	85768500	85768640	85768779	12832	205,87	4,0	8,6	0,0	197	99	1	1.0	0.963,1.0	1.0,1.0	-0.018
12833	"ENSG00000168906.8"	"MAT2A"	chr2	+	85768640	85768868	85768640	85768654	85768755	85768868	12833	123,75	11,5	4,3	0,0	197	99	1	1.0	0.849,0.883	1.0,1.0	-0.134
12834	"ENSG00000168906.8"	"MAT2A"	chr2	+	85768377	85768779	85768377	85768500	85768733	85768779	12834	111,45	2,1	6,5	0,0	197	99	1	1.0	0.965,0.958	1.0,1.0	-0.038
12835	"ENSG00000168906.8"	"MAT2A"	chr2	+	85768377	85768779	85768377	85768500	85768654	85768779	12835	169,67	0,2	6,5	0,0	197	99	1	1.0	1.0,0.944	1.0,1.0	-0.028
12837	"ENSG00000168906.8"	"MAT2A"	chr2	+	85768205	85768577	85768205	85768283	85768556	85768577	12837	44,21	2,0	2,1	0,0	197	99	1	1.0	0.917,1.0	1.0,1.0	-0.041
12838	"ENSG00000168906.8"	"MAT2A"	chr2	+	85768951	85769252	85768951	85769095	85769185	85769252	12838	81,55	3,1	10,7	0,0	188	99	1	1.0	0.934,0.967	1.0,1.0	-0.049
12840	"ENSG00000168906.8"	"MAT2A"	chr2	+	85768205	85768454	85768205	85768283	85768377	85768454	12840	43,23	405,214	6,4	63,49	192	99	0.748542178681	1.0	0.052,0.053	0.047,0.04	0.009
12841	"ENSG00000168906.8"	"MAT2A"	chr2	+	85768377	85768779	85768377	85768500	85768676	85768779	12841	161,66	8,1	6,5	0,0	197	99	1	1.0	0.91,0.971	1.0,1.0	-0.059
12842	"ENSG00000168906.8"	"MAT2A"	chr2	+	85768377	85768779	85768377	85768500	85768721	85768779	12842	131,54	11,4	7,8	0,0	197	99	1	1.0	0.857,0.872	1.0,1.0	-0.135
12843	"ENSG00000168906.8"	"MAT2A"	chr2	+	85768377	85768779	85768377	85768500	85768711	85768779	12843	140,58	7,1	5,4	0,0	197	99	1	1.0	0.91,0.967	1.0,1.0	-0.061
12844	"ENSG00000168906.8"	"MAT2A"	chr2	+	85769277	85769870	85769277	85769364	85769687	85769870	12844	889,454	2,0	57,43	0,0	197	99	0.60130331016	1.0	0.996,1.0	1.0,1.0	-0.002
12847	"ENSG00000131469.8"	"RPL27"	chr17	+	41150493	41150848	41150493	41150582	41150765	41150848	12847	90,198	4,7	79,83	4,2	197	99	0.859843814208	1.0	0.919,0.934	0.908,0.954	-0.004
12848	"ENSG00000131469.8"	"RPL27"	chr17	+	41150493	41150848	41150493	41150549	41150765	41150848	12848	70,180	0,2	75,72	1,1	197	99	0.48100005626	1.0	1.0,0.978	0.974,0.973	0.015
12849	"ENSG00000111801.11"	"BTN3A3"	chr6	+	26444184	26446213	26444184	26444532	26445931	26446213	12849	3,3	0,3	2,1	2,1	197	99	0.474755763662	1.0	1.0,0.334	0.334,0.334	0.333
12851	"ENSG00000182472.4"	"CAPN12"	chr19	-	39226009	39226184	39226009	39226069	39226141	39226184	12851	4,1	1,0	2,1	1,1	170	99	0.536127044203	1.0	0.7,1.0	0.538,0.368	0.397
12852	"ENSG00000182472.4"	"CAPN12"	chr19	-	39224958	39225510	39224958	39225029	39225452	39225510	12852	29,4	9,2	10,8	5,3	197	99	0.638940608671	1.0	0.618,0.501	0.501,0.573	0.023
12854	"ENSG00000008513.10"	"ST3GAL1"	chr8	-	134487961	134488843	134487961	134488317	134488520	134488843	12854	2,2	5,9	3,2	5,3	197	99	0.339537414917	1.0	0.167,0.1	0.232,0.251	-0.108
12855	"ENSG00000141738.9"	"GRB7"	chr17	+	37898818	37899307	37898818	37898969	37899150	37899307	12855	7,5	5,4	2,1	2,1	197	99	0.77271287983	1.0	0.413,0.386	0.334,0.334	0.065
1285	"ENSG00000182484.10"	"WASH6P"	chrX	+	155251987	155252499	155251987	155252204	155252363	155252499	1285	32,26	41,60	18,10	22,14	197	99	0.335705749683	1.0	0.282,0.179	0.291,0.264	-0.047
12860	"ENSG00000051523.6"	"CYBA"	chr16	-	88713162	88713583	88713162	88713246	88713508	88713583	12860	16,8	525,229	15,9	529,414	197	99	0.458325892214	1.0	0.015,0.017	0.014,0.011	0.003
12861	"ENSG00000051523.6"	"CYBA"	chr16	-	88713162	88713583	88713162	88713283	88713508	88713583	12861	12,11	2,1	3,3	0,0	197	99	1	1.0	0.751,0.847	1.0,1.0	-0.201
12862	"ENSG00000117280.8"	"RAB7L1"	chr1	-	205743960	205744587	205743960	205744214	205744529	205744587	12862	2,4	0,0	8,7	1,0	197	99	1	1.0	1.0,1.0	0.801,1.0	0.099
12864	"ENSG00000167778.4"	"SPRYD3"	chr12	-	53468432	53469003	53468432	53468568	53468878	53469003	12864	1,4	12,11	1,1	14,11	197	99	0.45760016241	1.0	0.04,0.155	0.035,0.044	0.058
12867	"ENSG00000134333.9"	"LDHA"	chr11	+	18422230	18422473	18422230	18422292	18422383	18422473	12867	70,44	26,19	2,1	0,0	189	99	1	1.0	0.585,0.548	1.0,1.0	-0.433
12868	"ENSG00000134333.9"	"LDHA"	chr11	+	18424081	18424560	18424081	18424300	18424386	18424560	12868	20,10	1,0	0,1	0,0	184	99	1	1.0	0.915,1.0	NA,1.0	-0.042
12869	"ENSG00000171552.8"	"BCL2L1"	chr20	-	30309457	30310400	30309457	30310133	30310279	30310400	12869	103,56	0,0	143,167	1,1	197	99	0.754580337528	1.0	1.0,1.0	0.986,0.988	0.013
1286	"ENSG00000182484.10"	"WASH6P"	chrX	+	155251663	155252124	155251663	155251810	155251978	155252124	1286	0,3	16,20	1,0	14,10	197	99	0.663834588922	1.0	0.0,0.07	0.035,0.0	0.018
12874	"ENSG00000166484.15"	"MAPK7"	chr17	+	19283920	19285779	19283920	19284999	19285093	19285779	12874	1,9	4,8	2,2	5,4	192	99	0.692742836164	1.0	0.114,0.367	0.171,0.205	0.052
12876	"ENSG00000015285.6"	"WAS"	chrX	+	48544334	48544508	48544334	48544376	48544469	48544508	12876	1,0	11,7	0,0	0,1	191	99	1	1.0	0.045,0.0	NA,0.0	0.022
12877	"ENSG00000073584.14"	"SMARCE1"	chr17	-	38787843	38788619	38787843	38788058	38788446	38788619	12877	40,14	1,1	1,1	0,0	197	99	1	1.0	0.953,0.876	1.0,1.0	-0.086
12878	"ENSG00000073584.14"	"SMARCE1"	chr17	-	38787843	38788619	38787843	38787977	38788446	38788619	12878	62,26	2,0	1,0	0,0	197	99	1	1.0	0.94,1.0	1.0,NA	-0.03
1287	"ENSG00000182484.10"	"WASH6P"	chrX	+	155251978	155252499	155251978	155252124	155252363	155252499	1287	41,54	0,1	24,14	1,0	197	99	1	1.0	1.0,0.964	0.923,1.0	0.02
12880	"ENSG00000073584.14"	"SMARCE1"	chr17	-	38787843	38788619	38787843	38787998	38788446	38788619	12880	52,21	3,4	1,1	0,0	197	99	1	1.0	0.897,0.725	1.0,1.0	-0.189
12881	"ENSG00000073584.14"	"SMARCE1"	chr17	-	38787843	38788619	38787843	38788054	38788446	38788619	12881	41,16	0,1	1,1	0,0	197	99	1	1.0	1.0,0.889	1.0,1.0	-0.055
12885	"ENSG00000059728.6"	"MXD1"	chr2	+	70164150	70164526	70164150	70164269	70164366	70164526	12885	80,25	1,0	2,3	0,0	195	99	1	1.0	0.976,1.0	1.0,1.0	-0.012
1288	"ENSG00000182484.10"	"WASH6P"	chrX	+	155251987	155252124	155251987	155252046	155252100	155252124	1288	16,35	1,0	10,8	0,0	152	99	1	1.0	0.912,1.0	1.0,1.0	-0.044
12890	"ENSG00000138778.7"	"CENPE"	chr4	-	104115385	104115622	104115385	104115451	104115530	104115622	12890	6,3	24,12	0,0	2,1	177	99	1	1.0	0.123,0.123	0.0,0.0	0.123
12891	"ENSG00000115226.5"	"FNDC4"	chr2	-	27716796	27717333	27716796	27717001	27717217	27717333	12891	3,2	12,6	1,1	8,5	197	99	0.931211173882	1.0	0.112,0.143	0.059,0.091	0.053
12894	"ENSG00000105640.8"	"RPL18A"	chr19	+	17971571	17972281	17971571	17971811	17972101	17972281	12894	66,101	1,2	12,14	0,0	197	99	1	1.0	0.971,0.962	1.0,1.0	-0.034
12895	"ENSG00000105640.8"	"RPL18A"	chr19	+	17972056	17972281	17972056	17972116	17972233	17972281	12895	12000,5554	165,102	594,840	7,10	197	99	0.537461815413	1.0	0.973,0.965	0.977,0.977	-0.008
12896	"ENSG00000250988.3"	"RP11-752G15.6"	chr15	+	83425655	83425958	83425655	83425691	83425797	83425958	12896	5,32	1,3	5,5	0,0	197	99	1	1.0	0.715,0.843	1.0,1.0	-0.221
12899	"ENSG00000151632.12"	"AKR1C2"	chr10	-	5041391	5042858	5041391	5041469	5042741	5042858	12899	5,0	11,6	4,2	18,12	197	99	0.564061486461	1.0	0.186,0.0	0.1,0.077	0.005
12901	"ENSG00000249115.4"	"HAUS5"	chr19	+	36104604	36104802	36104604	36104694	36104769	36104802	12901	20,7	31,15	0,1	3,3	173	99	0.710292153497	1.0	0.27,0.211	0.0,0.16	0.16
12903	"ENSG00000249115.4"	"HAUS5"	chr19	+	36104769	36104961	36104769	36104802	36104896	36104961	12903	2,11	3,0	5,5	0,0	192	99	1	1.0	0.256,1.0	1.0,1.0	-0.372
12907	"ENSG00000134955.7"	"SLC37A2"	chr11	+	124955849	124959131	124955849	124955914	124958014	124959131	12907	1,1	0,1	1,1	1,1	197	99	0.658869233285	1.0	1.0,0.334	0.334,0.334	0.333
1290	"ENSG00000182484.10"	"WASH6P"	chrX	+	155251663	155252124	155251663	155251810	155251987	155252124	1290	17,27	18,10	15,10	5,4	197	99	0.303722654901	1.0	0.322,0.576	0.601,0.557	-0.13
12915	"ENSG00000111011.13"	"RSRC2"	chr12	-	123003385	123005975	123003385	123003576	123005842	123005975	12915	603,284	3,3	24,26	0,0	197	99	0.42125957411	1.0	0.99,0.979	1.0,1.0	-0.016
12917	"ENSG00000255104.3"	"ZNF286A"	chr17	+	15603448	15603680	15603448	15603482	15603586	15603680	12917	14,19	2,3	21,16	3,3	197	99	0.911916464754	1.0	0.779,0.761	0.779,0.728	0.016
12918	"ENSG00000113141.11"	"IK"	chr5	+	140034071	140034313	140034071	140034171	140034265	140034313	12918	14,2	195,136	0,0	8,7	192	99	0.382160347712	1.0	0.036,0.008	0.0,0.0	0.022
12920	"ENSG00000103037.7"	"SETD6"	chr16	+	58549694	58550001	58549694	58549784	58549856	58550001	12920	0,1	0,0	2,2	1,1	170	99	1	1.0	NA,1.0	0.538,0.538	0.462
12924	"ENSG00000146556.10"	"WASH2P"	chr2	+	114353269	114353780	114353269	114353406	114353644	114353780	12924	61,68	28,48	35,18	23,14	197	99	0.551312064114	1.0	0.523,0.416	0.433,0.393	0.056
12925	"ENSG00000146556.10"	"WASH2P"	chr2	+	114353269	114353780	114353269	114353406	114353615	114353780	12925	109,50	1,0	1,2	0,0	197	99	1	1.0	0.982,1.0	1.0,1.0	-0.009
12926	"ENSG00000165810.12"	"BTNL9"	chr5	+	180482432	180483015	180482432	180482453	180482988	180483015	12926	25,14	2,1	28,18	5,3	197	99	0.378822490739	1.0	0.863,0.876	0.738,0.751	0.125
12929	"ENSG00000204209.6"	"DAXX"	chr6	-	33287787	33288237	33287787	33288001	33288089	33288237	12929	58,66	27,6	10,10	0,0	186	99	1	1.0	0.533,0.854	1.0,1.0	-0.306
12930	"ENSG00000068831.14"	"RASGRP2"	chr11	-	64503013	64503452	64503013	64503136	64503374	64503452	12930	1,1	10,1	0,0	6,4	197	99	1	1.0	0.048,0.334	0.0,0.0	0.191
12934	"ENSG00000141140.12"	"MYO19"	chr17	-	34866584	34867097	34866584	34866756	34866896	34867097	12934	34,26	1,0	24,18	0,0	197	99	1	1.0	0.945,1.0	1.0,1.0	-0.028
12935	"ENSG00000141140.12"	"MYO19"	chr17	-	34859789	34861016	34859789	34859860	34860971	34861016	12935	36,24	1,0	10,12	0,0	197	99	1	1.0	0.948,1.0	1.0,1.0	-0.026
12936	"ENSG00000206176.5"	"AC023490.1"	chr22	+	20379802	20380071	20379802	20379875	20380022	20380071	12936	0,3	0,3	1,0	1,0	197	99	1	1.0	NA,0.334	0.334,NA	0.0
1293	"ENSG00000099290.11"	"FAM21A"	chr10	+	51827683	51827929	51827683	51827768	51827864	51827929	1293	3,0	17,2	0,0	1,0	194	99	1	1.0	0.083,0.0	0.0,NA	0.042
12943	"ENSG00000121236.15"	"TRIM6"	chr11	+	5624475	5624965	5624475	5624791	5624869	5624965	12943	43,6	2,1	27,13	1,0	176	99	0.553866498037	1.0	0.924,0.771	0.938,1.0	-0.121
12947	"ENSG00000120616.11"	"EPC1"	chr10	-	32580090	32581572	32580090	32580250	32581423	32581572	12947	6,2	21,65	1,0	25,16	197	99	0.71503173693	1.0	0.126,0.015	0.02,0.0	0.061
12948	"ENSG00000268895.1"	"A1BG-AS1"	chr19	+	58865079	58866549	58865079	58865223	58865734	58866549	12948	4,12	1,3	5,4	2,2	197	99	0.560008949104	1.0	0.668,0.668	0.557,0.501	0.139
12951	"ENSG00000100889.7"	"PCK2"	chr14	+	24563519	24564054	24563519	24563643	24563974	24564054	12951	2,1	0,3	4,3	1,1	197	99	0.516317127609	1.0	1.0,0.143	0.668,0.601	-0.063
12954	"ENSG00000003756.12"	"RBM5"	chr3	+	50151683	50153040	50151683	50151724	50152860	50153040	12954	70,48	1,0	0,1	0,0	197	99	1	1.0	0.972,1.0	NA,1.0	-0.014
12955	"ENSG00000003756.12"	"RBM5"	chr3	+	50151683	50153040	50151683	50151929	50152860	50153040	12955	91,47	1,0	1,1	0,0	197	99	1	1.0	0.979,1.0	1.0,1.0	-0.01
